nsa_name,temp_mean,temp_median,temp_min,temp_max
Shipley Hill,25.81309041322764,25.8869171142578,24.9021492004395,25.6614971160889
South Baltimore,26.81199169128063,26.8248624801636,26.6037693023682,26.6940727233887
South Clifton Park,26.573906696450205,26.470965385437,25.684534072876,25.796106338501
Spring Garden Industrial Area,26.854460063377076,26.86083602905275,26.0455894470215,26.7542858123779
Stadium Area,26.68428881253711,26.6570401191711,26.4275608062744,26.507007598877
Stonewood-Pentwood-Winston,25.296151108980144,25.26886558532715,24.8509941101074,25.1627407073975
Taylor Heights,24.917960209733916,24.947386741638198,24.2366428375244,24.3925094604492
Ten Hills,24.571793053454382,24.5503511428833,23.6459693908691,24.5365428924561
The Orchards,23.848424725842616,23.858811855316148,23.3995208740234,23.7239170074463
Towanda-Grantley,25.41874674175732,25.5676565170288,24.7390975952148,24.9805526733398
Tremont,25.007813895083636,25.0137033462524,24.7107734680176,25.0114727020264
Tuscany-Canterbury,24.49548631275643,24.48439693450925,23.8695697784424,24.0467357635498
Union Square,26.030251162390186,25.9919004440308,25.5178909301758,25.7949638366699
University Of Maryland,26.418915723801863,26.4380302429199,25.9536437988281,26.3528060913086
Unnamed,25.888117050047875,26.092013835907,23.448205947876,23.5404090881348
Uplands,25.214867828234343,25.319498538970947,23.5941257476807,24.5969390869141
Upper Fells Point,26.687591245270543,26.6086301803589,26.2352409362793,26.3846073150635
Upton,25.989200264122292,25.8995971679688,25.3680534362793,25.7227401733398
Villages Of Homeland,24.36950121766284,24.4077730178833,24.0584239959717,24.419153213501
Violetville,26.146972708363357,26.19892978668215,25.354887008667,25.5696792602539
Wakefield,23.76868368563803,23.882833480835,23.1004390716553,23.2799530029297
Walbrook,25.135359429426785,25.0110874176025,24.4926471710205,24.7619934082031
Waltherson,25.33264117480418,25.350138187408447,24.4419727325439,24.9288635253906
Washington Hill,26.658883967400744,26.6411571502686,26.3171405792236,26.5452175140381
Washington Village/Pigtown,26.665686914865912,26.7286815643311,25.8764934539795,26.3002758026123
